rank,a,b,c,d,e,f,g,h
8,9.84,10.99,9.76,10.99,9.76,10.99,9.85,11.02
7,10.92,10.99,12.79,23.97,10.99,10.99,10.99,25.11
6,11.03,10.99,10.99,10.99,10.99,10.99,10.99,11.03
5,10.92,10.99,10.99,10.99,10.99,10.99,10.99,10.92
4,11.03,28.98,10.99,10.99,10.99,10.99,23.97,11.03
3,10.92,10.99,10.99,10.99,28.98,10.99,10.99,10.92
2,11.03,10.99,10.99,10.99,10.99,10.99,10.99,11.03
1,9.47,11.05,11.37,11.20,11.34,11.05,9.50,10.98
