rank,a,b,c,d,e,f,g,h
8,9.88,10.57,9.76,10.57,9.76,10.57,23.23,28.92
7,10.52,10.58,10.58,10.58,10.58,10.58,28.90,10.52
6,10.62,10.58,10.58,10.58,10.58,10.58,10.58,10.62
5,10.52,10.58,10.58,10.58,10.58,10.58,10.58,10.52
4,23.96,10.58,23.92,10.58,10.58,28.90,10.58,10.62
3,10.52,23.92,10.58,10.58,28.90,10.58,13.19,10.52
2,23.96,28.90,10.58,13.19,23.92,10.58,25.18,10.62
1,9.28,10.62,11.13,25.41,11.11,10.63,27.62,10.57
