rank,a,b,c,d,e,f,g,h
8,23.47,29.18,9.87,29.18,9.87,10.75,9.99,10.78
7,10.70,10.76,10.76,10.76,10.76,10.76,10.76,10.70
6,10.80,10.76,10.76,10.76,10.76,10.76,10.76,10.80
5,29.13,10.76,10.76,10.76,29.18,10.76,13.51,10.70
4,10.80,10.76,25.49,10.76,10.76,10.76,10.76,10.80
3,10.70,10.76,10.76,10.76,10.76,10.76,10.76,10.70
2,10.80,13.51,25.49,29.18,24.24,13.51,24.24,10.80
1,9.38,25.55,11.27,11.01,11.25,10.83,9.40,10.77
