rank,a,b,c,d,e,f,g,h
8,23.94,10.65,9.96,10.65,9.96,10.65,10.09,29.41
7,13.90,10.66,10.66,24.50,10.66,10.66,29.39,25.72
6,10.70,10.66,10.66,29.39,25.77,10.66,10.66,10.70
5,29.34,10.66,10.66,10.66,10.66,10.66,29.39,25.72
4,10.70,10.66,10.66,29.39,10.66,10.66,25.77,13.99
3,10.61,24.50,10.66,10.66,10.66,24.50,13.95,10.61
2,10.70,10.66,24.50,10.66,10.66,10.66,24.50,13.99
1,9.34,24.56,11.22,26.05,11.20,10.72,9.36,10.66
