rank,a,b,c,d,e,f,g,h
8,9.76,28.69,9.68,10.67,9.68,10.67,23.98,10.70
7,10.61,10.68,10.68,10.68,28.69,24.89,10.68,10.61
6,10.71,10.68,10.68,10.68,10.68,10.68,24.89,28.73
5,10.61,10.68,10.68,10.68,10.68,24.89,10.68,10.61
4,10.71,10.68,10.68,10.68,10.68,10.68,10.68,10.71
3,12.63,10.68,10.68,10.68,10.68,10.68,10.68,10.61
2,23.66,10.68,10.68,10.68,10.68,28.69,10.68,10.71
1,9.31,10.73,11.16,10.86,11.14,10.74,9.33,10.67
