rank,a,b,c,d,e,f,g,h
8,10.18,10.77,25.25,29.59,10.03,10.77,10.19,10.80
7,10.73,10.78,10.78,24.75,29.60,26.00,10.78,10.73
6,24.79,10.78,10.78,10.78,24.75,10.78,10.78,10.82
5,10.73,24.75,14.20,26.00,10.78,10.78,14.20,10.73
4,10.82,10.78,10.78,10.78,10.78,10.78,10.78,10.82
3,10.73,10.78,10.78,26.00,29.60,26.00,10.78,24.70
2,10.82,29.60,10.78,14.20,10.78,14.20,10.78,14.24
1,28.24,10.84,30.14,11.08,11.30,10.85,9.43,10.80
