rank,a,b,c,d,e,f,g,h
8,10.07,11.07,9.95,11.07,9.95,11.07,10.08,11.10
7,11.01,11.07,29.46,11.07,11.07,11.07,11.07,11.01
6,11.11,11.07,11.07,11.07,11.07,11.07,11.07,11.11
5,29.39,11.07,11.07,11.07,11.07,11.07,11.07,11.01
4,11.11,11.07,24.55,11.07,11.07,11.07,11.07,13.61
3,11.01,11.07,11.07,25.75,11.07,11.07,29.46,11.01
2,11.11,11.07,11.07,11.07,11.07,13.57,11.07,11.11
1,9.55,24.62,13.98,11.34,11.46,11.15,9.57,11.09
