rank,a,b,c,d,e,f,g,h
8,9.97,10.53,9.83,29.08,23.46,10.53,9.97,13.61
7,10.48,10.53,10.53,10.53,13.59,10.53,29.09,10.48
6,10.57,29.09,10.53,10.53,25.43,10.53,10.53,10.57
5,10.48,24.16,10.53,10.53,10.53,10.53,10.53,10.48
4,10.57,10.53,10.53,10.53,24.16,10.53,24.16,10.57
3,29.04,24.16,10.53,10.53,10.53,10.53,29.09,10.48
2,24.20,10.53,24.16,29.09,10.53,10.53,25.43,10.57
1,9.27,10.59,11.12,10.79,29.66,24.22,12.34,25.43
