rank,a,b,c,d,e,f,g,h
8,9.94,10.97,9.86,10.97,9.86,13.16,9.95,11.00
7,10.91,25.42,10.98,10.98,10.98,10.98,10.98,10.91
6,11.02,10.98,10.98,10.98,10.98,10.98,10.98,11.02
5,10.91,10.98,10.98,10.98,10.98,10.98,13.16,10.91
4,11.02,10.98,10.98,10.98,10.98,10.98,25.42,11.02
3,10.91,10.98,10.98,25.42,10.98,10.98,10.98,25.35
2,11.02,29.17,10.98,29.17,10.98,10.98,10.98,11.02
1,9.48,11.04,11.38,11.21,11.36,11.05,9.50,10.98
