rank,a,b,c,d,e,f,g,h
8,10.01,11.23,9.93,11.23,9.93,11.23,10.02,11.26
7,11.16,11.24,11.24,11.24,11.24,11.24,11.24,11.16
6,11.27,11.24,11.24,11.24,11.24,11.24,11.24,13.29
5,11.16,11.24,11.24,11.24,29.39,11.24,11.24,11.16
4,11.27,11.24,11.24,11.24,11.24,13.25,11.24,11.27
3,11.16,11.24,11.24,11.24,11.24,11.24,11.24,11.16
2,11.27,11.24,11.24,11.24,24.46,11.24,25.65,11.27
1,9.61,11.31,11.55,11.47,11.52,11.31,9.64,11.24
