rank,a,b,c,d,e,f,g,h
8,9.79,10.90,9.70,10.90,9.70,12.63,9.81,28.84
7,10.83,10.90,28.81,10.90,10.90,10.90,10.90,10.83
6,10.94,10.90,10.90,10.90,10.90,10.90,10.90,10.94
5,10.83,10.90,10.90,10.90,28.81,24.99,10.90,10.83
4,10.94,10.90,10.90,10.90,10.90,10.90,10.90,10.94
3,10.83,10.90,10.90,10.90,10.90,10.90,10.90,10.83
2,23.81,10.90,10.90,10.90,10.90,10.90,10.90,10.94
1,9.43,10.96,11.30,11.10,11.28,10.96,9.45,10.89
