rank,a,b,c,d,e,f,g,h
8,9.98,11.15,9.89,11.15,9.89,13.22,9.99,11.18
7,11.08,11.15,11.15,11.15,11.15,11.15,11.15,11.08
6,11.19,11.15,11.15,11.15,11.15,11.15,11.15,11.19
5,11.08,11.15,11.15,11.15,13.22,11.15,11.15,11.08
4,11.19,29.31,11.15,29.31,11.15,11.15,24.37,11.19
3,11.08,11.15,11.15,11.15,11.15,11.15,11.15,11.08
2,11.19,11.15,11.15,11.15,11.15,11.15,24.37,11.19
1,9.58,11.22,11.49,11.38,11.47,11.23,9.60,11.15
