rank,a,b,c,d,e,f,g,h
8,9.95,29.14,9.85,10.75,9.85,10.75,9.96,10.78
7,10.70,10.76,10.76,10.76,10.76,10.76,10.76,10.70
6,10.79,10.76,10.76,10.76,24.19,10.76,10.76,10.79
5,10.70,10.76,10.76,24.19,29.15,25.45,10.76,10.70
4,25.49,10.76,10.76,13.38,10.76,10.76,24.19,29.19
3,10.70,10.76,10.76,25.45,10.76,25.45,10.76,24.13
2,10.79,13.38,24.19,10.76,10.76,10.76,10.76,10.79
1,9.37,10.81,11.24,10.99,11.22,10.82,9.39,10.75
