rank,a,b,c,d,e,f,g,h
8,9.84,10.93,9.76,10.94,9.76,10.94,9.86,10.97
7,10.87,10.94,12.83,10.94,10.94,10.94,10.94,10.87
6,10.98,10.94,10.94,10.94,10.94,10.94,10.94,10.98
5,10.87,10.94,28.98,23.97,10.94,10.94,10.94,10.87
4,10.98,10.94,10.94,10.94,10.94,10.94,10.94,10.98
3,10.87,10.94,10.94,10.94,10.94,10.94,10.94,23.90
2,10.98,10.94,10.94,10.94,25.20,10.94,10.94,10.98
1,9.45,10.99,29.37,11.15,11.30,11.00,9.47,23.95
