rank,a,b,c,d,e,f,g,h
8,9.88,10.63,9.75,13.14,9.75,10.63,24.41,13.17
7,10.57,23.91,28.90,10.63,28.90,10.63,28.90,23.85
6,10.67,10.63,23.91,10.63,10.63,10.63,10.63,10.67
5,10.57,23.91,10.63,10.63,10.63,10.63,10.63,10.57
4,10.67,10.63,10.63,10.63,10.63,28.90,10.63,10.67
3,10.57,23.91,28.90,10.63,10.63,10.63,28.90,10.57
2,10.67,10.63,10.63,10.63,10.63,10.63,10.63,10.67
1,9.31,10.69,11.16,10.86,11.14,10.69,9.32,10.63
