rank,a,b,c,d,e,f,g,h
8,10.08,29.37,9.95,10.74,9.95,10.74,23.84,29.41
7,10.69,10.74,10.74,10.74,13.86,10.74,29.38,10.69
6,10.78,29.38,10.74,10.74,10.74,10.74,25.73,10.78
5,10.69,10.74,10.74,24.49,10.74,10.74,10.74,10.69
4,10.78,10.74,10.74,10.74,10.74,10.74,24.49,10.78
3,10.69,24.49,13.86,25.73,10.74,24.49,13.86,10.69
2,10.78,10.74,25.73,13.86,10.74,29.38,10.74,10.78
1,9.39,10.80,11.28,11.01,29.90,10.81,9.40,10.75
