rank,a,b,c,d,e,f,g,h
8,9.99,11.00,9.89,11.01,9.89,11.01,10.00,11.04
7,10.94,11.01,11.01,24.34,13.31,11.01,11.01,24.27
6,11.05,11.01,24.34,29.28,11.01,11.01,11.01,11.05
5,10.94,11.01,11.01,11.01,11.01,25.56,11.01,10.94
4,11.05,11.01,11.01,11.01,11.01,11.01,11.01,11.05
3,10.94,25.56,11.01,11.01,11.01,11.01,11.01,10.94
2,11.05,11.01,11.01,11.01,11.01,29.28,11.01,11.05
1,9.50,11.07,11.41,11.25,13.68,11.08,9.52,11.01
