rank,a,b,c,d,e,f,g,h
8,24.01,11.34,10.12,14.06,10.12,11.34,10.26,11.37
7,13.99,11.35,11.35,11.35,11.35,11.35,11.35,11.28
6,11.39,11.35,11.35,11.35,11.35,11.35,11.35,11.39
5,29.87,11.35,11.35,11.35,11.35,11.35,11.35,25.04
4,11.39,11.35,11.35,11.35,11.35,14.06,11.35,11.39
3,11.28,11.35,29.93,11.35,14.06,11.35,11.35,11.28
2,11.39,11.35,11.35,11.35,11.35,11.35,11.35,11.39
1,9.71,11.43,11.69,11.64,11.66,11.44,9.73,11.37
