rank,a,b,c,d,e,f,g,h
8,10.20,11.42,10.10,11.42,10.10,13.86,10.21,11.45
7,11.36,11.43,11.43,11.43,11.43,26.21,11.43,11.36
6,11.47,11.43,11.43,11.43,25.04,11.43,11.43,11.47
5,13.79,11.43,11.43,11.43,11.43,11.43,11.43,11.36
4,11.47,11.43,11.43,11.43,25.04,13.86,11.43,11.47
3,11.36,11.43,11.43,11.43,11.43,11.43,11.43,11.36
2,11.47,11.43,11.43,11.43,11.43,11.43,11.43,11.47
1,9.73,11.51,11.71,11.71,11.69,11.52,9.76,11.44
