rank,a,b,c,d,e,f,g,h
8,10.77,11.51,10.60,11.51,10.60,31.07,10.77,11.54
7,11.47,26.50,15.97,11.52,11.52,11.52,31.07,11.47
6,11.56,11.52,11.52,11.52,27.67,11.52,11.52,16.01
5,11.47,27.67,11.52,11.52,15.97,27.67,11.52,11.47
4,11.56,15.97,11.52,11.52,11.52,11.52,11.52,31.12
3,15.92,11.52,11.52,11.52,11.52,11.52,11.52,26.45
2,27.71,15.97,11.52,11.52,11.52,11.52,11.52,16.01
1,9.87,11.62,16.36,11.95,16.34,27.78,14.33,11.57
