rank,a,b,c,d,e,f,g,h
8,10.25,14.13,10.14,11.32,10.14,11.32,10.26,29.96
7,11.25,11.32,14.13,11.32,11.32,11.32,11.32,11.25
6,11.36,11.32,11.32,11.32,11.32,14.13,11.32,11.36
5,11.25,11.32,11.32,25.13,11.32,11.32,11.32,25.07
4,11.36,11.32,11.32,11.32,11.32,11.32,11.32,11.36
3,11.25,11.32,11.32,11.32,29.94,11.32,14.13,11.25
2,11.36,11.32,11.32,11.32,11.32,11.32,11.32,11.36
1,9.70,11.40,11.67,25.43,11.65,11.41,9.72,11.34
