rank,a,b,c,d,e,f,g,h
8,10.12,10.99,24.97,11.00,10.02,10.99,10.13,11.02
7,10.94,11.00,11.00,11.00,13.83,25.94,11.00,10.94
6,11.04,11.00,11.00,13.83,11.00,11.00,11.00,11.04
5,10.94,25.94,11.00,11.00,11.00,11.00,11.00,10.94
4,24.74,11.00,11.00,11.00,11.00,11.00,25.94,11.04
3,10.94,11.00,13.83,11.00,11.00,25.94,11.00,10.94
2,11.04,11.00,24.70,11.00,11.00,11.00,25.94,11.04
1,28.10,24.78,11.42,11.27,11.40,11.08,9.53,11.01
