rank,a,b,c,d,e,f,g,h
8,10.68,11.36,25.43,15.71,25.43,11.36,26.77,11.39
7,11.32,11.37,11.37,11.37,11.37,11.37,11.37,11.32
6,11.42,15.72,11.37,11.37,27.46,11.37,27.46,11.42
5,15.67,11.37,15.72,11.37,11.37,11.37,11.37,26.22
4,11.42,11.37,11.37,30.88,11.37,11.37,27.46,11.42
3,30.83,26.27,11.37,27.46,11.37,11.37,11.37,26.22
2,27.50,11.37,11.37,15.72,11.37,11.37,11.37,15.76
1,9.78,11.46,16.14,11.79,16.12,11.47,14.14,11.42
