rank,a,b,c,d,e,f,g,h
8,10.09,10.96,9.99,10.96,9.99,10.96,10.10,10.99
7,10.91,10.97,10.97,10.97,10.97,10.97,10.97,10.91
6,24.64,10.97,10.97,10.97,10.97,10.97,10.97,11.01
5,10.91,24.60,10.97,10.97,10.97,10.97,10.97,10.91
4,24.64,10.97,10.97,10.97,10.97,10.97,10.97,11.01
3,10.91,25.84,29.50,25.84,13.76,10.97,10.97,10.91
2,25.88,10.97,10.97,10.97,25.84,10.97,25.84,29.54
1,12.29,11.04,11.40,11.23,14.17,11.05,9.51,10.98
