rank,a,b,c,d,e,f,g,h
8,10.02,29.38,9.92,11.10,9.92,11.09,23.37,11.12
7,11.03,11.10,11.10,11.10,11.10,11.10,11.10,11.03
6,25.70,11.10,11.10,11.10,11.10,11.10,11.10,11.14
5,11.03,11.10,11.10,11.10,11.10,11.10,11.10,11.03
4,25.70,13.36,11.10,11.10,11.10,11.10,11.10,11.14
3,11.03,11.10,11.10,11.10,11.10,11.10,11.10,24.37
2,11.14,13.36,11.10,11.10,25.66,11.10,11.10,11.14
1,9.55,11.16,11.46,11.34,11.44,11.17,9.57,11.10
