rank,a,b,c,d,e,f,g,h
8,24.49,29.96,10.17,11.02,10.17,11.01,24.49,11.04
7,14.54,11.02,29.97,11.02,14.59,26.40,11.02,10.97
6,11.06,29.97,11.02,11.02,11.02,11.02,11.02,11.06
5,14.54,11.02,11.02,11.02,11.02,11.02,11.02,10.97
4,26.44,29.97,11.02,14.59,11.02,11.02,11.02,11.06
3,10.97,11.02,11.02,11.02,11.02,11.02,11.02,10.97
2,11.06,11.02,11.02,11.02,11.02,29.97,11.02,11.06
1,9.56,11.10,11.51,25.52,15.07,26.49,13.14,25.22
