rank,a,b,c,d,e,f,g,h
8,23.74,29.20,9.88,13.73,9.88,10.53,10.02,29.23
7,10.49,10.54,10.54,24.27,13.73,10.54,10.54,10.49
6,25.62,10.54,24.27,13.73,10.54,10.54,25.58,29.25
5,10.49,10.54,10.54,24.27,10.54,24.27,29.21,24.22
4,10.58,10.54,10.54,10.54,10.54,29.21,10.54,10.58
3,10.49,25.58,10.54,24.27,10.54,10.54,10.54,10.49
2,10.58,10.54,25.58,10.54,10.54,10.54,24.27,10.58
1,9.27,10.59,11.13,25.84,11.11,25.64,9.28,25.59
