rank,a,b,c,d,e,f,g,h
8,9.66,10.32,9.56,10.33,9.56,10.33,9.67,28.40
7,10.27,10.33,10.33,10.33,10.33,23.27,10.33,10.27
6,10.37,10.33,10.33,10.33,10.33,28.37,10.33,28.41
5,10.27,10.33,28.37,10.33,10.33,10.33,10.33,10.27
4,10.37,10.33,10.33,12.58,10.33,10.33,24.56,10.37
3,10.27,10.33,10.33,10.33,10.33,10.33,10.33,23.21
2,10.37,28.37,23.27,28.37,24.56,10.33,10.33,28.41
1,9.14,23.31,10.94,10.52,10.92,10.38,27.20,10.32
