rank,a,b,c,d,e,f,g,h
8,24.65,10.81,24.55,10.81,24.55,10.81,9.97,10.84
7,10.75,10.81,10.81,10.81,10.81,24.22,10.81,10.75
6,25.53,10.81,10.81,10.81,10.81,10.81,10.81,10.85
5,10.75,10.81,13.39,10.81,10.81,10.81,10.81,10.75
4,24.26,10.81,10.81,13.39,10.81,10.81,10.81,10.85
3,10.75,10.81,10.81,24.22,10.81,10.81,10.81,25.43
2,25.53,29.18,10.81,10.81,10.81,10.81,10.81,10.85
1,9.40,10.88,11.28,11.05,29.63,10.88,9.42,10.82
