rank,a,b,c,d,e,f,g,h
8,24.36,11.04,25.45,11.04,25.45,11.04,10.29,11.07
7,14.38,26.34,11.04,11.04,11.04,11.04,14.43,10.99
6,26.39,11.04,11.04,29.92,11.04,11.04,11.04,11.09
5,10.99,11.04,11.04,11.04,11.04,11.04,29.92,10.99
4,25.16,29.92,11.04,11.04,25.12,11.04,11.04,11.09
3,10.99,11.04,11.04,11.04,14.43,11.04,11.04,26.29
2,11.09,14.43,11.04,11.04,25.12,14.43,11.04,11.09
1,9.56,11.12,11.50,11.37,11.48,11.12,9.58,11.06
