rank,a,b,c,d,e,f,g,h
8,9.94,11.03,9.86,11.03,9.86,11.03,9.95,11.06
7,10.96,25.44,13.15,11.03,11.03,11.03,11.03,10.96
6,11.07,11.03,11.03,11.03,11.03,11.03,11.03,11.07
5,10.96,11.03,11.03,11.03,11.03,25.44,29.19,10.96
4,11.07,11.03,11.03,11.03,11.03,11.03,11.03,13.19
3,10.96,11.03,29.19,25.44,11.03,11.03,11.03,10.96
2,11.07,11.03,11.03,11.03,11.03,11.03,11.03,11.07
1,9.51,11.10,11.42,11.27,11.39,11.10,9.53,11.03
