rank,a,b,c,d,e,f,g,h
8,24.67,11.16,10.24,11.16,10.24,11.16,10.40,11.19
7,11.11,26.65,11.17,25.44,11.17,11.17,11.17,11.11
6,25.48,30.19,11.17,14.77,11.17,11.17,11.17,11.21
5,14.72,26.65,14.77,11.17,11.17,11.17,14.77,11.11
4,11.21,11.17,11.17,30.19,11.17,14.77,11.17,11.21
3,11.11,11.17,11.17,11.17,11.17,11.17,14.77,26.59
2,11.21,11.17,11.17,11.17,11.17,11.17,11.17,30.23
1,9.64,25.52,11.60,11.52,11.58,11.26,9.66,26.68
