rank,a,b,c,d,e,f,g,h
8,9.92,10.77,9.81,10.77,24.34,10.77,23.21,10.80
7,10.72,10.78,10.78,10.78,10.78,10.78,10.78,10.72
6,10.82,10.78,10.78,10.78,10.78,10.78,10.78,10.82
5,10.72,10.78,29.05,10.78,29.05,25.31,10.78,24.00
4,10.82,10.78,10.78,10.78,10.78,10.78,10.78,13.24
3,10.72,10.78,29.05,10.78,10.78,10.78,10.78,25.25
2,10.82,10.78,10.78,10.78,10.78,29.05,10.78,10.82
1,9.38,10.84,11.26,11.00,11.23,24.13,11.83,10.78
