rank,a,b,c,d,e,f,g,h
8,9.58,10.48,9.49,28.24,9.49,10.48,9.60,10.51
7,10.42,23.10,10.49,10.49,28.24,10.49,10.49,10.42
6,10.52,10.49,10.49,10.49,10.49,10.49,10.49,10.52
5,28.17,10.49,10.49,10.49,10.49,10.49,10.49,10.42
4,10.52,10.49,10.49,28.24,10.49,28.24,10.49,10.52
3,28.17,23.10,10.49,10.49,10.49,10.49,10.49,10.42
2,10.52,10.49,23.10,10.49,10.49,10.49,10.49,10.52
1,9.20,10.53,11.01,10.64,10.99,10.54,9.22,10.47
