rank,a,b,c,d,e,f,g,h
8,10.27,11.01,10.12,14.37,24.16,29.87,10.27,14.40
7,10.96,26.27,11.01,11.01,11.01,11.01,11.01,10.96
6,26.31,11.01,11.01,11.01,26.27,11.01,11.01,11.05
5,10.96,11.01,11.01,25.06,11.01,11.01,14.37,10.96
4,11.05,11.01,11.01,14.37,11.01,11.01,11.01,11.05
3,29.82,11.01,14.37,11.01,11.01,11.01,11.01,10.96
2,11.05,11.01,11.01,11.01,11.01,29.87,11.01,11.05
1,9.55,25.13,11.48,25.38,30.32,25.14,9.56,11.03
