rank,a,b,c,d,e,f,g,h
8,25.29,14.04,25.16,10.80,10.01,10.80,24.04,10.83
7,10.75,10.80,10.80,25.95,14.04,10.80,29.55,10.75
6,10.85,10.80,10.80,10.80,10.80,10.80,10.80,10.85
5,10.75,10.80,29.55,25.95,10.80,24.69,10.80,10.75
4,10.85,10.80,10.80,14.04,10.80,10.80,24.69,10.85
3,10.75,10.80,14.04,25.95,10.80,10.80,29.55,24.64
2,10.85,10.80,10.80,10.80,10.80,29.55,10.80,10.85
1,9.43,10.87,11.32,24.98,11.30,24.76,9.44,10.82
