rank,a,b,c,d,e,f,g,h
8,10.59,11.29,10.42,11.30,10.41,15.39,10.58,15.42
7,11.25,11.30,11.30,11.30,11.30,11.30,11.30,11.25
6,11.35,15.40,27.16,11.30,11.30,15.40,25.98,11.35
5,15.34,27.16,11.30,27.16,15.40,11.30,30.63,11.25
4,11.35,11.30,27.16,15.40,11.30,15.40,11.30,11.35
3,11.25,11.30,11.30,25.98,11.30,11.30,11.30,11.25
2,11.35,30.63,11.30,11.30,11.30,11.30,25.98,11.35
1,9.73,26.07,31.07,11.69,11.72,11.40,9.74,26.02
