rank,a,b,c,d,e,f,g,h
8,9.94,11.03,9.84,29.15,9.84,11.03,9.95,11.06
7,10.96,11.03,29.16,11.03,11.03,11.03,11.03,10.96
6,11.07,13.12,11.03,11.03,11.03,29.16,11.03,11.07
5,10.96,11.03,11.03,11.03,11.03,11.03,11.03,10.96
4,25.43,11.03,11.03,11.03,11.03,11.03,11.03,11.07
3,13.05,24.19,11.03,11.03,11.03,11.03,11.03,10.96
2,11.07,11.03,11.03,11.03,11.03,11.03,11.03,11.07
1,9.51,11.10,11.42,11.26,11.39,11.10,9.53,11.03
