rank,a,b,c,d,e,f,g,h
8,23.66,10.81,9.93,10.82,9.93,13.64,10.05,10.85
7,13.59,10.82,10.82,25.67,29.35,10.82,10.82,10.76
6,10.86,29.35,10.82,10.82,10.82,10.82,24.43,10.86
5,10.76,10.82,10.82,10.82,10.82,24.43,10.82,10.76
4,10.86,10.82,10.82,10.82,10.82,10.82,10.82,10.86
3,10.76,10.82,13.65,24.43,10.82,24.43,10.82,25.62
2,10.86,10.82,10.82,29.35,10.82,10.82,10.82,29.39
1,9.42,10.88,11.31,11.08,11.29,10.88,9.44,25.67
