rank,a,b,c,d,e,f,g,h
8,9.49,10.11,9.40,10.11,9.39,10.11,9.50,10.14
7,27.85,10.11,10.11,10.11,10.11,10.11,10.11,10.05
6,10.15,10.11,24.02,10.11,10.11,27.91,10.11,27.94
5,27.85,10.11,27.91,10.11,10.11,10.11,10.11,10.05
4,22.75,10.11,22.71,10.11,10.11,27.91,10.11,27.94
3,27.85,10.11,10.11,10.11,10.11,10.11,10.11,10.05
2,10.15,10.11,10.11,10.11,10.11,27.91,22.71,10.15
1,26.80,10.15,10.77,10.26,10.75,24.06,9.03,10.09
