rank,a,b,c,d,e,f,g,h
8,10.07,29.43,24.67,11.04,9.95,11.04,10.08,11.07
7,10.98,11.05,13.61,11.05,11.05,11.05,11.05,25.69
6,11.09,11.05,11.05,13.61,11.05,11.05,11.05,11.09
5,10.98,11.05,11.05,11.05,11.05,11.05,11.05,10.98
4,11.09,11.05,11.05,11.05,11.05,11.05,11.05,11.09
3,10.98,11.05,11.05,24.54,11.05,11.05,11.05,10.98
2,11.09,11.05,24.54,29.44,11.05,29.44,11.05,11.09
1,9.54,11.12,11.46,11.32,11.43,11.13,12.12,11.06
