rank,a,b,c,d,e,f,g,h
8,10.07,13.55,9.95,11.07,9.95,11.07,10.08,11.10
7,11.01,11.07,29.45,11.07,11.07,11.07,11.07,25.66
6,11.11,11.07,11.07,11.07,11.07,13.55,11.07,11.11
5,11.01,11.07,11.07,11.07,11.07,11.07,11.07,11.01
4,11.11,11.07,11.07,11.07,11.07,11.07,11.07,11.11
3,11.01,11.07,11.07,11.07,11.07,11.07,29.45,11.01
2,11.11,11.07,11.07,11.07,11.07,29.45,11.07,11.11
1,12.03,24.59,11.47,11.33,11.45,11.15,9.57,25.74
