rank,a,b,c,d,e,f,g,h
8,9.78,10.84,9.70,10.84,9.70,10.84,9.80,10.87
7,10.78,10.85,10.85,10.85,10.85,10.85,10.85,23.68
6,10.88,28.80,10.85,10.85,10.85,10.85,10.85,10.88
5,10.78,10.85,10.85,10.85,10.85,10.85,10.85,24.91
4,10.88,10.85,10.85,28.80,10.85,10.85,10.85,10.88
3,10.78,24.98,10.85,10.85,10.85,10.85,10.85,10.78
2,10.88,10.85,10.85,10.85,10.85,10.85,10.85,10.88
1,11.22,10.90,11.27,11.05,29.19,10.91,9.42,10.83
