rank,a,b,c,d,e,f,g,h
8,25.07,10.96,10.01,10.97,10.01,10.97,10.13,10.99
7,13.80,10.97,10.97,10.97,10.97,25.92,10.97,24.62
6,11.01,29.57,10.97,10.97,10.97,10.97,10.97,11.01
5,10.91,10.97,10.97,10.97,10.97,10.97,10.97,10.91
4,25.96,10.97,10.97,29.57,10.97,10.97,10.97,11.01
3,10.91,10.97,10.97,24.68,10.97,10.97,10.97,10.91
2,11.01,10.97,10.97,10.97,10.97,10.97,10.97,13.90
1,9.49,24.75,11.41,26.19,14.27,24.75,9.51,24.69
