rank,a,b,c,d,e,f,g,h
8,10.23,14.30,10.09,10.87,10.09,10.86,24.26,10.89
7,14.26,10.87,14.31,24.90,10.87,10.87,10.87,24.85
6,10.91,10.87,10.87,10.87,10.87,14.31,10.87,10.91
5,29.69,26.16,29.74,10.87,10.87,10.87,10.87,10.82
4,26.20,29.74,10.87,29.74,10.87,10.87,10.87,14.35
3,10.82,26.16,10.87,10.87,10.87,10.87,10.87,26.10
2,26.20,10.87,10.87,10.87,26.16,10.87,10.87,10.91
1,9.47,10.93,11.38,26.46,11.36,24.98,9.48,10.88
