rank,a,b,c,d,e,f,g,h
8,10.15,10.80,10.02,10.80,10.01,14.05,10.15,10.83
7,10.75,10.81,10.81,10.81,10.81,25.96,10.81,24.66
6,10.85,10.81,24.72,10.81,24.72,10.81,24.72,14.09
5,10.75,10.81,29.57,10.81,10.81,10.81,10.81,24.66
4,10.85,10.81,10.81,10.81,10.81,29.57,10.81,10.85
3,29.51,10.81,14.05,25.96,10.81,25.96,10.81,10.75
2,24.76,10.81,25.96,14.05,10.81,10.81,10.81,10.85
1,9.43,10.87,11.32,11.09,11.31,10.88,28.20,24.73
