rank,a,b,c,d,e,f,g,h
8,10.25,11.12,24.08,11.12,10.13,11.12,24.20,11.15
7,11.07,11.13,11.13,11.13,11.13,11.13,11.13,25.01
6,11.17,11.13,11.13,11.13,25.07,11.13,11.13,29.92
5,11.07,11.13,14.23,26.30,11.13,11.13,11.13,11.07
4,11.17,11.13,26.30,11.13,11.13,11.13,26.30,11.17
3,11.07,26.30,14.23,11.13,11.13,11.13,11.13,11.07
2,11.17,11.13,11.13,11.13,26.30,11.13,11.13,11.17
1,9.59,11.19,14.63,11.42,14.61,11.20,9.61,11.13
