rank,a,b,c,d,e,f,g,h
8,25.10,10.70,9.94,29.37,24.95,10.71,10.09,10.74
7,10.66,25.73,29.38,10.71,10.71,10.71,10.71,10.66
6,10.75,29.38,10.71,13.88,10.71,10.71,10.71,13.92
5,10.66,10.71,10.71,24.47,10.71,10.71,10.71,10.66
4,10.75,29.38,10.71,10.71,24.47,10.71,10.71,13.92
3,10.66,24.47,29.38,24.47,10.71,10.71,10.71,10.66
2,10.75,10.71,10.71,10.71,10.71,29.38,10.71,10.75
1,9.37,24.53,14.42,26.00,11.24,10.78,9.39,10.73
