rank,a,b,c,d,e,f,g,h
8,10.04,10.73,24.83,13.65,9.92,10.73,10.04,10.76
7,10.68,10.74,29.31,24.38,10.74,24.38,10.74,10.68
6,10.78,10.74,10.74,10.74,25.64,29.31,24.38,10.78
5,10.68,10.74,13.66,10.74,10.74,10.74,10.74,10.68
4,10.78,10.74,25.64,10.74,10.74,10.74,24.38,29.35
3,10.68,10.74,10.74,10.74,10.74,25.64,29.31,25.59
2,10.78,10.74,10.74,10.74,10.74,10.74,10.74,10.78
1,9.38,10.79,11.25,11.00,14.16,24.44,9.39,10.74
