rank,a,b,c,d,e,f,g,h
8,10.05,29.34,23.64,10.74,9.94,10.74,10.06,29.37
7,10.69,10.74,10.74,25.72,10.74,25.72,10.74,10.69
6,10.78,13.75,10.74,13.75,10.74,13.75,10.74,10.78
5,10.69,10.74,10.74,24.44,10.74,10.74,10.74,10.69
4,24.48,10.74,25.72,10.74,25.72,10.74,10.74,10.78
3,10.69,10.74,10.74,24.44,10.74,10.74,10.74,25.66
2,10.78,10.74,24.44,10.74,25.72,10.74,10.74,10.78
1,27.98,25.77,11.25,11.00,11.23,10.80,9.39,10.74
